Sex,Age,Height,Weight,NOC,Year,Medal,sport_en
0,25.0,170.0,54.0,1,2008,1.0,2
0,24.0,173.0,57.0,1,2000,1.0,2
0,28.0,173.0,57.0,1,2004,1.0,2
1,29.0,163.0,54.0,1,2000,2.0,50
0,16.0,152.0,49.0,1,2016,1.0,21
0,16.0,152.0,49.0,1,2016,2.0,21
1,20.0,165.0,49.0,1,2016,3.0,9
1,30.0,196.0,107.0,1,2008,3.0,4
0,26.0,193.0,72.0,1,2016,3.0,47
0,24.0,183.0,89.0,1,2016,1.0,48
1,32.0,183.0,95.0,1,2002,2.0,8
0,26.0,183.0,73.0,1,2008,2.0,48
1,22.0,173.0,68.0,1,2016,2.0,14
0,23.0,185.0,79.0,1,2012,2.0,47
0,25.0,180.0,79.0,1,2008,3.0,40
0,25.0,180.0,79.0,1,2008,2.0,40
0,25.0,180.0,79.0,1,2008,2.0,40
0,19.0,175.0,64.0,1,2008,2.0,40
0,19.0,175.0,64.0,1,2008,3.0,40
0,19.0,175.0,64.0,1,2008,3.0,40
1,35.0,198.0,94.0,1,2008,1.0,47
1,34.0,182.0,147.0,1,2012,3.0,2
1,29.0,178.0,104.0,1,2010,1.0,8
1,33.0,178.0,104.0,1,2014,3.0,8
1,33.0,178.0,104.0,1,2014,3.0,8
0,29.0,162.0,48.0,1,2000,2.0,13
1,29.0,208.0,90.0,1,2016,3.0,47
1,26.0,173.0,74.0,1,2016,2.0,16
0,24.0,193.0,73.0,1,2012,2.0,47
1,23.0,193.0,91.0,1,2004,1.0,30
1,27.0,193.0,91.0,1,2008,3.0,30
1,22.0,155.0,59.0,1,2008,3.0,21
1,22.0,155.0,59.0,1,2008,2.0,21
1,24.0,191.0,84.0,1,2012,1.0,40
1,37.0,178.0,84.0,1,2002,2.0,24
1,29.0,195.0,91.0,1,2000,1.0,5
1,22.0,211.0,120.0,1,2008,1.0,5
0,26.0,170.0,63.0,1,2004,1.0,18
0,30.0,170.0,63.0,1,2008,1.0,18
1,28.0,196.0,105.0,1,2008,2.0,48
1,30.0,190.0,82.0,1,2000,3.0,2
1,37.0,178.0,92.0,1,2002,2.0,24
0,17.0,152.0,43.0,1,2004,2.0,21
0,17.0,152.0,43.0,1,2004,2.0,21
0,21.0,173.0,80.0,1,2012,3.0,16
0,24.0,175.0,75.0,1,2012,3.0,16
1,23.0,196.0,98.0,1,2008,2.0,48
0,21.0,170.0,65.0,1,2000,1.0,40
1,28.0,183.0,77.0,1,2000,1.0,2
1,28.0,198.0,94.0,1,2012,1.0,5
1,23.0,185.0,75.0,1,2016,3.0,16
1,28.0,203.0,95.0,1,2008,3.0,30
0,25.0,165.0,59.0,1,2006,3.0,24
1,19.0,170.0,73.0,1,2012,3.0,14
1,24.0,190.0,87.0,1,2016,1.0,5
0,36.0,174.0,61.0,1,2000,2.0,32
1,29.0,182.0,83.0,1,2004,3.0,5
1,29.0,175.0,80.0,1,2002,3.0,26
1,22.0,175.0,73.0,1,2006,3.0,34
1,25.0,173.0,69.0,1,2008,3.0,2
0,20.0,168.0,64.0,1,2006,2.0,37
0,21.0,170.0,70.0,1,2004,3.0,16
0,25.0,170.0,70.0,1,2008,2.0,16
0,25.0,170.0,70.0,1,2008,3.0,16
1,25.0,185.0,77.0,1,2016,2.0,40
1,22.0,198.0,91.0,1,2016,3.0,47
1,27.0,188.0,65.0,1,2016,2.0,2
1,19.0,203.0,114.0,1,2004,3.0,5
1,23.0,203.0,114.0,1,2008,1.0,5
1,27.0,203.0,114.0,1,2012,1.0,5
0,29.0,162.0,58.0,1,2004,3.0,41
1,27.0,185.0,75.0,1,2010,3.0,34
1,24.0,203.0,102.0,1,2004,3.0,5
0,17.0,182.0,76.0,1,2004,1.0,40
1,25.0,175.0,67.0,1,2012,3.0,43
1,18.0,185.0,88.0,1,2004,2.0,40
1,22.0,185.0,88.0,1,2008,3.0,40
1,27.0,190.0,92.0,1,2000,1.0,4
1,24.0,190.0,97.0,1,2008,3.0,4
0,32.0,163.0,59.0,1,2012,2.0,2
0,32.0,163.0,59.0,1,2012,3.0,2
0,32.0,163.0,59.0,1,2012,1.0,2
0,21.0,186.0,81.0,1,2016,1.0,48
1,45.0,191.0,98.0,1,2000,3.0,1
0,26.0,162.0,59.0,1,2000,2.0,48
1,21.0,193.0,107.0,1,2010,2.0,24
1,23.0,183.0,100.0,1,2010,2.0,24
0,25.0,177.0,74.0,1,2004,2.0,30
1,26.0,185.0,86.0,1,2000,2.0,2
1,33.0,183.0,77.0,1,2000,1.0,2
0,29.0,182.0,81.0,1,2004,1.0,5
0,16.0,145.0,41.0,1,2008,2.0,21
0,16.0,145.0,41.0,1,2008,2.0,21
0,16.0,145.0,41.0,1,2008,2.0,21
0,16.0,145.0,41.0,1,2008,1.0,21
1,20.0,188.0,80.0,1,2016,2.0,14
1,26.0,188.0,86.0,1,2016,3.0,44
0,25.0,165.0,57.0,1,2008,2.0,2
0,22.0,165.0,61.0,1,2012,2.0,14
0,25.0,191.0,82.0,1,2008,2.0,47
0,31.0,191.0,89.0,1,2012,1.0,5
1,24.0,195.0,95.0,1,2008,1.0,40
1,28.0,195.0,95.0,1,2012,2.0,40
1,28.0,195.0,95.0,1,2012,2.0,40
1,28.0,195.0,95.0,1,2012,1.0,40
0,24.0,178.0,68.0,1,2000,1.0,2
1,32.0,180.0,89.0,1,2002,2.0,8
1,28.0,211.0,120.0,1,2016,1.0,5
0,30.0,178.0,59.0,1,2016,1.0,46
0,18.0,183.0,70.0,1,2004,2.0,40
0,18.0,183.0,70.0,1,2004,2.0,40
0,22.0,183.0,70.0,1,2008,2.0,40
0,22.0,183.0,70.0,1,2008,2.0,40
1,20.0,178.0,57.0,1,2000,2.0,9
1,32.0,182.0,68.0,1,2004,2.0,13
0,24.0,168.0,64.0,1,2004,1.0,38
0,28.0,168.0,64.0,1,2008,2.0,38
0,25.0,170.0,66.0,1,2008,1.0,18
1,22.0,193.0,86.0,1,2016,2.0,40
0,28.0,178.0,72.0,1,2012,3.0,30
1,23.0,178.0,70.0,1,2012,2.0,1
1,27.0,178.0,70.0,1,2016,2.0,1
1,21.0,180.0,82.0,1,2010,2.0,24
1,37.0,190.0,72.0,1,2004,2.0,15
1,37.0,190.0,72.0,1,2004,1.0,15
1,19.0,165.0,61.0,1,2002,2.0,37
1,23.0,165.0,61.0,1,2006,2.0,37
0,26.0,173.0,68.0,1,2006,3.0,24
0,23.0,168.0,69.0,1,2010,1.0,19
0,27.0,168.0,69.0,1,2014,3.0,19
1,29.0,166.0,56.0,1,2004,2.0,2
1,18.0,198.0,97.0,1,2000,3.0,40
1,18.0,198.0,97.0,1,2000,2.0,40
1,22.0,198.0,97.0,1,2004,3.0,40
1,22.0,198.0,97.0,1,2004,1.0,40
1,26.0,198.0,97.0,1,2008,1.0,40
1,26.0,170.0,66.0,1,2004,2.0,50
1,23.0,185.0,80.0,1,2016,3.0,2
0,22.0,175.0,86.0,1,2002,2.0,24
0,26.0,175.0,86.0,1,2006,3.0,24
1,22.0,178.0,77.0,1,2014,2.0,19
1,21.0,172.0,79.0,1,2006,3.0,34
1,25.0,188.0,92.0,1,2010,2.0,24
0,22.0,165.0,64.0,1,2014,2.0,24
1,22.0,183.0,92.0,1,2010,2.0,24
0,34.0,183.0,71.0,1,2012,2.0,6
1,22.0,193.0,95.0,1,2004,1.0,40
1,27.0,193.0,96.0,1,2000,1.0,5
1,35.0,193.0,96.0,1,2008,1.0,5
0,21.0,167.0,79.0,1,2002,2.0,24
0,25.0,178.0,75.0,1,2010,1.0,0
0,25.0,178.0,75.0,1,2010,3.0,0
0,26.0,175.0,77.0,1,2002,2.0,24
0,30.0,175.0,77.0,1,2006,3.0,24
0,26.0,162.0,61.0,1,2006,3.0,24
0,19.0,175.0,70.0,1,2016,1.0,40
0,19.0,175.0,70.0,1,2016,1.0,40
1,27.0,182.0,95.0,1,2000,1.0,4
0,26.0,170.0,64.0,1,2008,3.0,13
0,22.0,167.0,65.0,1,2004,2.0,40
1,29.0,190.0,102.0,1,2002,3.0,37
0,23.0,160.0,63.0,1,2012,1.0,2
1,32.0,183.0,91.0,1,2008,3.0,4
0,20.0,180.0,79.0,1,2010,2.0,24
0,24.0,180.0,79.0,1,2014,2.0,24
0,19.0,157.0,46.0,1,2016,1.0,21
0,19.0,157.0,46.0,1,2016,2.0,21
0,21.0,188.0,82.0,1,2012,3.0,30
1,29.0,185.0,98.0,1,2002,3.0,8
0,27.0,172.0,65.0,1,2004,1.0,40
0,27.0,172.0,65.0,1,2004,2.0,40
1,31.0,178.0,77.0,1,2008,3.0,4
0,34.0,187.0,77.0,1,2004,2.0,30
1,20.0,178.0,75.0,1,2014,1.0,37
1,27.0,183.0,134.0,1,2016,2.0,2
0,21.0,182.0,66.0,1,2000,2.0,40
0,31.0,177.0,62.0,1,2004,3.0,41
0,31.0,177.0,62.0,1,2004,3.0,41
0,31.0,177.0,71.0,1,2000,3.0,30
0,42.0,168.0,58.0,1,2008,1.0,15
1,24.0,187.0,87.0,1,2000,1.0,40
1,24.0,187.0,87.0,1,2000,1.0,40
1,24.0,187.0,87.0,1,2000,1.0,40
1,28.0,187.0,87.0,1,2004,1.0,40
0,24.0,165.0,66.0,1,2004,1.0,38
0,28.0,165.0,66.0,1,2008,2.0,38
1,30.0,185.0,84.0,1,2000,1.0,4
1,20.0,191.0,93.0,1,2008,2.0,48
1,38.0,193.0,86.0,1,2016,3.0,20
1,19.0,183.0,79.0,1,2010,2.0,39
0,18.0,154.0,52.0,1,2004,2.0,21
0,18.0,154.0,52.0,1,2004,3.0,21
0,21.0,157.0,49.0,1,2002,3.0,17
1,21.0,194.0,89.0,1,2012,2.0,2
1,22.0,185.0,77.0,1,2010,3.0,37
1,33.0,190.0,100.0,1,2008,1.0,47
0,20.0,168.0,70.0,1,2010,2.0,24
0,24.0,168.0,70.0,1,2014,2.0,24
0,20.0,168.0,70.0,1,2010,2.0,24
0,24.0,168.0,70.0,1,2014,2.0,24
1,34.0,185.0,93.0,1,2010,2.0,24
1,30.0,188.0,105.0,1,2014,3.0,8
1,30.0,188.0,105.0,1,2014,3.0,8
0,24.0,177.0,65.0,1,2004,2.0,40
1,23.0,188.0,98.0,1,2008,3.0,4
0,24.0,170.0,73.0,1,2008,2.0,38
0,20.0,183.0,73.0,1,2012,1.0,40
0,25.0,188.0,75.0,1,2012,2.0,47
0,29.0,188.0,75.0,1,2016,3.0,47
0,23.0,152.0,59.0,1,2010,2.0,24
0,32.0,170.0,64.0,1,2012,3.0,16
0,27.0,175.0,75.0,1,2008,1.0,5
1,32.0,190.0,104.0,1,2002,2.0,24
0,15.0,183.0,73.0,1,2012,1.0,40
0,19.0,183.0,73.0,1,2016,1.0,40
0,19.0,183.0,73.0,1,2016,1.0,40
0,19.0,183.0,73.0,1,2016,1.0,40
0,19.0,183.0,73.0,1,2016,2.0,40
0,19.0,183.0,73.0,1,2016,1.0,40
1,26.0,203.0,105.0,1,2008,1.0,47
1,34.0,203.0,105.0,1,2016,3.0,47
1,33.0,185.0,91.0,1,2002,2.0,24
1,34.0,173.0,62.0,1,2008,3.0,13
0,42.0,168.0,55.0,1,2000,3.0,15
0,30.0,170.0,65.0,1,2012,1.0,18
0,22.0,170.0,66.0,1,2012,1.0,18
0,28.0,196.0,77.0,1,2000,1.0,5
0,32.0,196.0,77.0,1,2004,1.0,5
0,36.0,196.0,77.0,1,2008,1.0,5
0,21.0,173.0,73.0,1,2012,3.0,40
1,25.0,170.0,72.0,1,2000,1.0,2
1,20.0,170.0,68.0,1,2012,3.0,21
1,24.0,170.0,68.0,1,2016,2.0,21
1,24.0,170.0,68.0,1,2016,2.0,21
1,24.0,193.0,98.0,1,2000,2.0,40
1,24.0,193.0,98.0,1,2000,1.0,40
1,28.0,193.0,98.0,1,2004,3.0,40
1,28.0,193.0,98.0,1,2004,1.0,40
1,32.0,193.0,98.0,1,2008,3.0,40
1,32.0,193.0,98.0,1,2008,1.0,40
1,32.0,193.0,98.0,1,2008,1.0,40
1,36.0,193.0,98.0,1,2012,2.0,40
1,21.0,180.0,86.0,1,2006,1.0,0
1,29.0,180.0,86.0,1,2014,1.0,0
1,46.0,187.0,113.0,1,2000,1.0,32
0,29.0,160.0,56.0,1,2000,2.0,18
0,33.0,160.0,56.0,1,2004,1.0,18
0,25.0,183.0,80.0,1,2008,1.0,30
0,29.0,183.0,80.0,1,2012,1.0,30
1,30.0,182.0,76.0,1,2000,2.0,50
0,18.0,160.0,45.0,1,2008,1.0,21
0,18.0,160.0,45.0,1,2008,2.0,21
0,18.0,160.0,45.0,1,2008,3.0,21
0,18.0,160.0,45.0,1,2008,2.0,21
0,18.0,160.0,45.0,1,2008,2.0,21
0,26.0,170.0,64.0,1,2008,1.0,18
0,30.0,170.0,64.0,1,2012,1.0,18
0,26.0,180.0,75.0,1,2016,3.0,47
1,20.0,188.0,88.0,1,2004,1.0,40
1,20.0,188.0,88.0,1,2004,2.0,40
1,24.0,188.0,88.0,1,2008,1.0,40
1,24.0,188.0,88.0,1,2008,1.0,40
1,24.0,188.0,88.0,1,2008,3.0,40
1,24.0,188.0,88.0,1,2008,3.0,40
1,27.0,188.0,88.0,1,2012,2.0,40
1,27.0,188.0,88.0,1,2012,1.0,40
1,27.0,188.0,88.0,1,2012,3.0,40
1,27.0,188.0,88.0,1,2012,2.0,40
1,27.0,188.0,88.0,1,2012,1.0,40
1,32.0,188.0,88.0,1,2016,1.0,40
1,33.0,180.0,67.0,1,2010,2.0,28
0,27.0,188.0,79.0,1,2012,1.0,30
0,20.0,178.0,82.0,1,2014,2.0,19
0,20.0,188.0,86.0,1,2008,1.0,30
0,24.0,188.0,86.0,1,2012,1.0,30
0,28.0,188.0,86.0,1,2016,1.0,30
0,30.0,165.0,64.0,1,2002,2.0,24
0,24.0,178.0,58.0,1,2008,3.0,43
1,26.0,183.0,68.0,1,2008,2.0,43
1,21.0,191.0,83.0,1,2000,1.0,43
1,25.0,191.0,83.0,1,2004,1.0,43
1,29.0,191.0,83.0,1,2008,3.0,43
0,19.0,180.0,71.0,1,2000,2.0,48
0,23.0,180.0,71.0,1,2004,3.0,48
1,23.0,208.0,118.0,1,2012,1.0,5
1,36.0,170.0,77.0,1,2004,2.0,32
0,23.0,170.0,57.0,1,2008,2.0,38
0,23.0,193.0,82.0,1,2016,3.0,47
0,20.0,167.0,56.0,1,2004,3.0,41
1,20.0,185.0,96.0,1,2000,3.0,50
1,30.0,183.0,93.0,1,2016,1.0,5
1,24.0,188.0,73.0,1,2010,1.0,17
1,31.0,187.0,81.0,1,2004,1.0,2
0,25.0,165.0,59.0,1,2000,2.0,18
0,40.0,168.0,63.0,1,2004,1.0,15
0,44.0,168.0,63.0,1,2008,3.0,15
0,44.0,168.0,63.0,1,2008,1.0,15
0,52.0,168.0,63.0,1,2016,2.0,15
0,26.0,168.0,58.0,1,2012,1.0,2
0,30.0,168.0,58.0,1,2016,1.0,2
0,30.0,168.0,58.0,1,2016,1.0,2
0,21.0,182.0,83.0,1,2004,2.0,30
0,22.0,185.0,73.0,1,2008,2.0,40
0,22.0,185.0,73.0,1,2008,2.0,40
1,24.0,198.0,86.0,1,2000,1.0,40
0,26.0,161.0,58.0,1,2012,3.0,25
1,25.0,168.0,62.0,1,2010,3.0,34
1,29.0,168.0,62.0,1,2014,2.0,34
1,30.0,193.0,100.0,1,2010,2.0,24
0,19.0,152.0,46.0,1,2000,3.0,21
1,20.0,191.0,82.0,1,2012,2.0,2
0,21.0,168.0,64.0,1,2006,1.0,0
0,25.0,168.0,64.0,1,2010,2.0,0
0,25.0,168.0,64.0,1,2010,2.0,0
0,29.0,168.0,64.0,1,2014,3.0,0
0,20.0,178.0,73.0,1,2016,2.0,40
0,20.0,178.0,73.0,1,2016,1.0,40
0,20.0,178.0,73.0,1,2016,2.0,40
0,20.0,178.0,73.0,1,2016,1.0,40
1,27.0,165.0,57.0,1,2012,2.0,2
1,27.0,187.0,92.0,1,2004,3.0,5
0,24.0,173.0,65.0,1,2016,1.0,40
1,26.0,200.0,97.0,1,2004,3.0,5
0,16.0,160.0,46.0,1,2012,1.0,21
0,16.0,160.0,46.0,1,2012,2.0,21
0,24.0,163.0,57.0,1,2016,1.0,50
0,21.0,165.0,66.0,1,2008,3.0,40
1,20.0,172.0,75.0,1,2010,2.0,39
1,22.0,185.0,92.0,1,2008,3.0,4
0,24.0,186.0,77.0,1,2012,3.0,30
1,28.0,173.0,77.0,1,2002,2.0,26
0,22.0,173.0,75.0,1,2010,2.0,24
0,26.0,173.0,75.0,1,2014,2.0,24
1,22.0,188.0,81.0,1,2016,2.0,16
1,22.0,188.0,81.0,1,2016,3.0,16
0,25.0,171.0,69.0,1,2012,1.0,48
0,29.0,171.0,69.0,1,2016,1.0,48
0,31.0,168.0,66.0,1,2016,1.0,44
0,27.0,175.0,72.0,1,2004,1.0,6
0,31.0,175.0,72.0,1,2008,1.0,6
0,34.0,175.0,72.0,1,2012,1.0,6
1,19.0,178.0,68.0,1,2002,2.0,19
1,23.0,167.0,67.0,1,2004,2.0,21
0,16.0,154.0,43.0,1,2004,2.0,21
0,23.0,171.0,68.0,1,2012,1.0,2
0,27.0,171.0,68.0,1,2016,1.0,2
0,25.0,185.0,70.0,1,2012,1.0,5
0,29.0,185.0,70.0,1,2016,1.0,5
0,28.0,181.0,72.0,1,2000,1.0,5
1,20.0,178.0,74.0,1,2012,3.0,14
0,49.0,152.0,49.0,1,2004,3.0,15
1,26.0,202.0,109.0,1,2000,1.0,5
1,27.0,163.0,55.0,1,2008,3.0,30
0,24.0,175.0,58.0,1,2004,3.0,41
0,28.0,167.0,68.0,1,2000,1.0,38
1,24.0,180.0,78.0,1,2012,1.0,40
1,26.0,172.0,69.0,1,2000,3.0,50
1,38.0,179.0,79.0,1,2000,3.0,32
1,40.0,177.0,73.0,1,2000,3.0,32
0,22.0,173.0,59.0,1,2010,2.0,24
1,24.0,198.0,100.0,1,2012,1.0,40
0,23.0,167.0,62.0,1,2004,2.0,50
0,35.0,170.0,62.0,1,2004,3.0,6
0,21.0,173.0,65.0,1,2012,3.0,43
1,22.0,181.0,72.0,1,2012,2.0,2
1,26.0,181.0,72.0,1,2016,1.0,2
0,25.0,170.0,61.0,1,2016,3.0,40
0,25.0,170.0,61.0,1,2016,1.0,40
1,26.0,183.0,80.0,1,2016,3.0,16
0,20.0,160.0,54.0,1,2008,2.0,21
0,23.0,173.0,66.0,1,2004,1.0,38
0,27.0,173.0,66.0,1,2008,2.0,38
1,26.0,191.0,98.0,1,2008,2.0,48
1,29.0,185.0,66.0,1,2000,2.0,32
1,27.0,188.0,72.0,1,2012,1.0,2
1,22.0,191.0,86.0,1,2008,1.0,2
1,22.0,191.0,86.0,1,2008,1.0,2
1,30.0,191.0,86.0,1,2016,3.0,2
1,30.0,191.0,86.0,1,2016,1.0,2
0,29.0,165.0,66.0,1,2002,2.0,24
1,31.0,188.0,98.0,1,2010,1.0,8
0,25.0,170.0,82.0,1,2010,3.0,8
0,29.0,170.0,82.0,1,2014,2.0,8
0,24.0,183.0,75.0,1,2004,2.0,30
0,28.0,183.0,75.0,1,2008,1.0,30
1,26.0,185.0,86.0,1,2000,1.0,4
0,27.0,155.0,56.0,1,2000,2.0,18
0,34.0,163.0,57.0,1,2008,2.0,15
0,34.0,170.0,60.0,1,2000,1.0,2
1,30.0,204.0,98.0,1,2008,1.0,47
1,30.0,190.0,91.0,1,2002,2.0,24
1,24.0,188.0,91.0,1,2002,2.0,0
1,24.0,188.0,91.0,1,2002,2.0,0
1,32.0,188.0,91.0,1,2010,3.0,0
1,32.0,188.0,91.0,1,2010,2.0,0
1,32.0,188.0,91.0,1,2010,1.0,0
1,36.0,188.0,91.0,1,2014,3.0,0
1,27.0,168.0,68.0,1,2004,2.0,2
1,24.0,180.0,80.0,1,2016,3.0,40
1,24.0,180.0,80.0,1,2016,1.0,40
0,24.0,157.0,63.0,1,2008,3.0,50
1,29.0,188.0,76.0,1,2010,2.0,24
0,26.0,185.0,84.0,1,2000,1.0,5
0,33.0,185.0,84.0,1,2008,1.0,5
0,25.0,152.0,48.0,1,2004,3.0,50
1,25.0,185.0,79.0,1,2012,2.0,2
0,26.0,165.0,55.0,1,2004,1.0,18
0,30.0,165.0,55.0,1,2008,1.0,18
0,34.0,165.0,55.0,1,2012,1.0,18
0,25.0,170.0,73.0,1,2012,2.0,47
0,26.0,180.0,73.0,1,2002,2.0,24
1,31.0,190.0,93.0,1,2002,2.0,24
1,23.0,185.0,78.0,1,2004,2.0,2
1,25.0,178.0,73.0,1,2000,1.0,2
0,27.0,182.0,77.0,1,2000,2.0,48
0,30.0,182.0,77.0,1,2004,3.0,48
0,23.0,183.0,79.0,1,2012,1.0,5
0,27.0,183.0,79.0,1,2016,1.0,5
1,30.0,188.0,91.0,1,2008,2.0,16
0,23.0,173.0,62.0,1,2012,1.0,18
0,24.0,173.0,62.0,1,2016,2.0,2
0,29.0,164.0,56.0,1,2000,3.0,2
0,33.0,164.0,56.0,1,2004,3.0,2
1,20.0,180.0,78.0,1,2000,2.0,40
1,20.0,180.0,78.0,1,2000,1.0,40
1,30.0,191.0,97.0,1,2008,2.0,48
0,23.0,167.0,68.0,1,2002,2.0,24
1,30.0,206.0,117.0,1,2000,1.0,5
0,26.0,173.0,55.0,1,2016,1.0,2
0,30.0,170.0,68.0,1,2016,3.0,16
0,22.0,170.0,63.0,1,2000,2.0,18
0,22.0,177.0,70.0,1,2004,3.0,48
0,18.0,162.0,56.0,1,2000,2.0,40
0,18.0,162.0,56.0,1,2000,1.0,40
0,22.0,162.0,56.0,1,2004,3.0,40
1,21.0,180.0,68.0,1,2016,3.0,2
0,26.0,188.0,77.0,1,2016,3.0,47
1,21.0,191.0,91.0,1,2016,1.0,40
1,21.0,191.0,91.0,1,2016,1.0,40
1,21.0,191.0,91.0,1,2016,1.0,40
1,28.0,198.0,99.0,1,2000,2.0,30
0,29.0,183.0,73.0,1,2012,1.0,30
0,33.0,183.0,73.0,1,2016,1.0,30
0,18.0,181.0,65.0,1,2016,1.0,48
1,25.0,170.0,70.0,1,2016,3.0,21
0,26.0,157.0,56.0,1,2000,1.0,33
1,30.0,196.0,114.0,1,2008,3.0,4
0,17.0,178.0,75.0,1,2012,3.0,40
0,21.0,178.0,75.0,1,2016,2.0,40
1,30.0,185.0,86.0,1,2000,1.0,4
1,23.0,183.0,80.0,1,2012,2.0,2
1,25.0,183.0,120.0,1,2000,2.0,2
1,29.0,183.0,120.0,1,2004,1.0,2
0,32.0,177.0,68.0,1,2004,2.0,30
0,19.0,165.0,52.0,1,2004,3.0,41
0,23.0,173.0,65.0,1,2016,1.0,48
1,24.0,193.0,77.0,1,2008,3.0,2
1,24.0,193.0,77.0,1,2008,1.0,2
1,25.0,180.0,89.0,1,2008,3.0,4
0,25.0,185.0,80.0,1,2008,2.0,47
1,29.0,187.0,96.0,1,2000,1.0,13
0,28.0,154.0,48.0,1,2000,1.0,49
0,22.0,183.0,109.0,1,2000,1.0,38
0,26.0,183.0,109.0,1,2004,1.0,38
0,30.0,183.0,109.0,1,2008,2.0,38
0,22.0,175.0,66.0,1,2008,2.0,40
0,26.0,175.0,65.0,1,2000,1.0,38
0,29.0,175.0,65.0,1,2004,1.0,38
1,38.0,180.0,77.0,1,2000,1.0,15
1,38.0,180.0,77.0,1,2000,3.0,15
1,26.0,194.0,95.0,1,2012,3.0,30
1,24.0,208.0,102.0,1,2004,3.0,5
1,36.0,175.0,70.0,1,2004,2.0,32
0,23.0,165.0,58.0,1,2012,1.0,18
1,19.0,173.0,68.0,1,2002,2.0,34
1,19.0,173.0,68.0,1,2002,1.0,34
1,23.0,173.0,68.0,1,2006,1.0,34
1,23.0,173.0,68.0,1,2006,3.0,34
1,23.0,173.0,68.0,1,2006,3.0,34
1,27.0,173.0,68.0,1,2010,3.0,34
1,27.0,173.0,68.0,1,2010,2.0,34
1,27.0,173.0,68.0,1,2010,3.0,34
1,21.0,205.0,115.0,1,2004,3.0,5
0,22.0,173.0,59.0,1,2016,1.0,2
1,26.0,191.0,93.0,1,2008,3.0,2
1,22.0,188.0,107.0,1,2010,1.0,8
0,19.0,165.0,60.0,1,2004,1.0,18
0,23.0,165.0,60.0,1,2008,1.0,18
0,27.0,165.0,60.0,1,2012,1.0,18
1,29.0,188.0,99.0,1,2010,2.0,24
0,23.0,182.0,77.0,1,2000,2.0,48
0,21.0,188.0,79.0,1,2004,1.0,38
0,25.0,188.0,79.0,1,2008,2.0,38
1,23.0,180.0,77.0,1,2000,1.0,4
0,39.0,177.0,64.0,1,2000,2.0,48
0,29.0,170.0,77.0,1,2010,3.0,8
1,23.0,175.0,84.0,1,2002,2.0,19
1,25.0,191.0,98.0,1,2016,3.0,32
1,25.0,170.0,89.0,1,2010,2.0,24
0,22.0,193.0,80.0,1,2008,1.0,5
0,26.0,193.0,80.0,1,2012,1.0,5
0,22.0,177.0,66.0,1,2000,2.0,18
0,26.0,177.0,66.0,1,2004,1.0,18
1,31.0,162.0,64.0,1,2002,1.0,39
1,31.0,162.0,64.0,1,2002,2.0,39
0,33.0,175.0,66.0,1,2002,2.0,35
0,18.0,173.0,64.0,1,2006,3.0,24
0,16.0,152.0,44.0,1,2004,1.0,21
0,16.0,152.0,44.0,1,2004,2.0,21
0,16.0,152.0,44.0,1,2004,2.0,21
1,26.0,183.0,79.0,1,2004,2.0,2
1,23.0,183.0,83.0,1,2008,1.0,5
1,27.0,183.0,83.0,1,2012,1.0,5
1,25.0,180.0,86.0,1,2010,2.0,24
1,26.0,183.0,79.0,1,2008,2.0,2
0,24.0,175.0,72.0,1,2000,2.0,48
1,32.0,190.0,86.0,1,2000,1.0,5
0,25.0,168.0,64.0,1,2000,2.0,18
0,29.0,168.0,64.0,1,2004,1.0,18
0,33.0,168.0,64.0,1,2008,1.0,18
0,37.0,168.0,64.0,1,2012,1.0,18
1,33.0,175.0,73.0,1,2004,3.0,25
1,17.0,191.0,91.0,1,2000,2.0,40
1,21.0,191.0,91.0,1,2004,1.0,40
1,21.0,191.0,91.0,1,2004,1.0,40
1,21.0,191.0,91.0,1,2004,1.0,40
1,25.0,191.0,91.0,1,2008,1.0,40
1,25.0,191.0,91.0,1,2008,2.0,40
1,25.0,191.0,91.0,1,2008,1.0,40
0,21.0,170.0,65.0,1,2012,1.0,40
0,23.0,176.0,68.0,1,2000,3.0,2
0,28.0,163.0,59.0,1,2016,3.0,15
0,16.0,152.0,50.0,1,2008,2.0,21
1,51.0,173.0,68.0,1,2016,3.0,15
1,28.0,175.0,80.0,1,2010,2.0,19
0,22.0,180.0,73.0,1,2000,2.0,48
0,26.0,180.0,73.0,1,2004,3.0,48
0,30.0,180.0,73.0,1,2008,2.0,48
0,34.0,180.0,73.0,1,2012,1.0,48
1,19.0,193.0,91.0,1,2004,3.0,40
1,19.0,193.0,91.0,1,2004,3.0,40
1,19.0,193.0,91.0,1,2004,1.0,40
1,19.0,193.0,91.0,1,2004,1.0,40
1,19.0,193.0,91.0,1,2004,1.0,40
1,19.0,193.0,91.0,1,2004,1.0,40
1,19.0,193.0,91.0,1,2004,1.0,40
1,19.0,193.0,91.0,1,2004,1.0,40
1,23.0,193.0,91.0,1,2008,1.0,40
1,23.0,193.0,91.0,1,2008,1.0,40
1,23.0,193.0,91.0,1,2008,1.0,40
1,23.0,193.0,91.0,1,2008,1.0,40
1,23.0,193.0,91.0,1,2008,1.0,40
1,23.0,193.0,91.0,1,2008,1.0,40
1,23.0,193.0,91.0,1,2008,1.0,40
1,23.0,193.0,91.0,1,2008,1.0,40
1,27.0,193.0,91.0,1,2012,2.0,40
1,27.0,193.0,91.0,1,2012,1.0,40
1,27.0,193.0,91.0,1,2012,1.0,40
