Sex,Age,Height,Weight,NOC,Year,Medal,sport_en
1,42.0,185.0,95.0,2,2014,2.0,26
1,23.0,182.0,77.0,2,2006,2.0,11
1,23.0,182.0,77.0,2,2006,1.0,11
0,18.0,180.0,64.0,2,2000,2.0,44
0,26.0,180.0,64.0,2,2008,1.0,44
1,18.0,185.0,68.0,2,2012,3.0,43
1,22.0,185.0,68.0,2,2016,2.0,43
1,22.0,189.0,100.0,2,2014,2.0,26
0,22.0,173.0,61.0,2,2012,2.0,16
0,26.0,173.0,61.0,2,2016,1.0,16
1,30.0,215.0,101.0,2,2004,3.0,47
1,30.0,177.0,90.0,2,2016,3.0,13
0,20.0,178.0,74.0,2,2016,1.0,22
0,25.0,175.0,66.0,2,2008,2.0,22
1,18.0,175.0,65.0,2,2000,2.0,14
1,24.0,167.0,57.0,2,2008,3.0,14
0,25.0,173.0,56.0,2,2010,3.0,17
0,28.0,175.0,109.5,2,2004,3.0,25
0,19.0,176.0,57.0,2,2012,1.0,29
0,26.0,178.0,82.0,2,2000,3.0,30
1,29.0,193.0,96.0,2,2006,2.0,39
1,18.0,170.0,59.0,2,2000,3.0,21
0,17.0,173.0,49.0,2,2012,1.0,29
1,32.0,183.0,83.0,2,2000,2.0,48
1,24.0,174.0,64.0,2,2016,3.0,9
1,22.0,180.0,85.0,2,2012,1.0,10
1,25.0,180.0,78.0,2,2004,3.0,16
0,28.0,167.0,53.0,2,2016,1.0,16
0,39.0,168.0,58.0,2,2000,2.0,33
1,21.0,167.0,57.0,2,2000,3.0,9
0,19.0,170.0,59.0,2,2016,3.0,32
0,24.0,172.0,62.0,2,2014,2.0,39
0,19.0,176.0,60.0,2,2008,1.0,2
1,23.0,198.0,92.0,2,2004,3.0,48
1,24.0,195.0,90.0,2,2004,1.0,30
0,25.0,181.0,74.0,2,2000,3.0,30
0,24.0,158.0,53.0,2,2000,3.0,33
0,24.0,164.0,52.0,2,2004,2.0,2
0,28.0,164.0,52.0,2,2008,3.0,2
1,23.0,187.0,72.0,2,2012,3.0,40
1,31.0,187.0,82.0,2,2000,1.0,22
0,21.0,174.0,59.0,2,2004,2.0,2
0,25.0,174.0,59.0,2,2008,2.0,2
0,29.0,174.0,59.0,2,2012,2.0,2
1,26.0,196.0,82.0,2,2012,3.0,5
1,22.0,186.0,89.0,2,2000,1.0,16
1,32.0,186.0,91.0,2,2002,3.0,24
0,21.0,172.0,75.0,2,2004,2.0,2
0,24.0,174.0,64.0,2,2012,2.0,16
0,31.0,165.0,56.0,2,2004,2.0,33
0,31.0,165.0,56.0,2,2004,1.0,33
0,35.0,165.0,56.0,2,2008,2.0,33
1,25.0,175.0,68.0,2,2008,3.0,14
1,25.0,175.0,68.0,2,2008,3.0,14
1,23.0,170.0,60.0,2,2012,1.0,25
0,19.0,202.0,80.0,2,2000,2.0,47
0,23.0,202.0,80.0,2,2004,2.0,47
1,19.0,182.0,75.0,2,2004,3.0,16
1,25.0,169.0,68.0,2,2014,3.0,7
1,26.0,192.0,92.0,2,2000,2.0,48
1,30.0,192.0,92.0,2,2004,3.0,48
1,21.0,178.0,94.0,2,2004,1.0,50
0,18.0,174.0,55.0,2,2008,1.0,29
0,27.0,169.0,56.0,2,2016,1.0,16
1,23.0,183.0,75.0,2,2000,2.0,9
1,27.0,183.0,75.0,2,2004,1.0,9
1,29.0,173.0,74.0,2,2016,2.0,50
1,25.0,201.0,92.0,2,2000,2.0,47
1,23.0,170.0,74.0,2,2000,2.0,50
0,15.0,170.0,50.0,2,2004,1.0,29
1,25.0,171.0,69.0,2,2000,3.0,50
0,28.0,175.0,68.0,2,2016,3.0,48
0,22.0,196.0,72.0,2,2000,2.0,47
0,24.0,177.0,76.0,2,2000,2.0,33
1,23.0,165.0,63.0,2,2008,3.0,21
1,23.0,165.0,63.0,2,2008,3.0,21
1,27.0,188.0,93.0,2,2002,3.0,24
0,29.0,173.0,63.0,2,2000,3.0,2
0,16.0,155.0,50.0,2,2004,2.0,14
1,22.0,187.0,86.0,2,2004,3.0,22
0,18.0,176.0,63.0,2,2008,1.0,29
1,30.0,200.0,100.0,2,2000,1.0,22
1,34.0,200.0,100.0,2,2004,3.0,22
1,33.0,180.0,94.0,2,2000,2.0,48
1,37.0,180.0,94.0,2,2004,3.0,48
1,27.0,198.0,89.0,2,2000,2.0,47
0,27.0,180.0,74.0,2,2000,2.0,47
0,30.0,160.0,56.0,2,2014,3.0,39
0,30.0,160.0,56.0,2,2014,3.0,39
1,23.0,195.0,96.0,2,2008,3.0,47
1,27.0,195.0,96.0,2,2012,1.0,47
1,24.0,199.0,99.0,2,2012,3.0,40
1,24.0,179.0,88.0,2,2016,3.0,33
1,31.0,178.0,83.0,2,2014,2.0,34
1,31.0,178.0,83.0,2,2014,1.0,34
0,28.0,185.0,87.0,2,2016,3.0,48
0,16.0,146.0,37.0,2,2012,2.0,21
0,31.0,160.0,58.0,2,2000,2.0,13
0,20.0,172.0,61.0,2,2004,1.0,41
0,24.0,172.0,61.0,2,2008,1.0,41
0,28.0,172.0,61.0,2,2012,1.0,41
0,25.0,174.0,61.0,2,2008,1.0,2
0,25.0,174.0,61.0,2,2008,2.0,2
0,29.0,174.0,61.0,2,2012,2.0,2
0,30.0,180.0,72.0,2,2004,3.0,5
0,31.0,168.0,62.0,2,2008,3.0,5
1,25.0,184.0,91.0,2,2000,2.0,9
1,19.0,176.0,67.0,2,2004,1.0,13
1,23.0,176.0,67.0,2,2008,3.0,13
0,19.0,171.0,58.0,2,2008,1.0,40
0,26.0,162.0,49.0,2,2000,1.0,14
0,30.0,162.0,49.0,2,2004,2.0,14
0,25.0,174.0,60.0,2,2016,1.0,22
1,25.0,202.0,92.0,2,2012,1.0,47
0,22.0,157.0,60.0,2,2010,2.0,37
1,34.0,178.0,83.0,2,2004,3.0,33
1,38.0,178.0,83.0,2,2008,3.0,33
1,25.0,172.0,73.0,2,2012,1.0,25
0,22.0,177.0,60.0,2,2008,1.0,41
0,26.0,177.0,60.0,2,2012,1.0,41
0,26.0,177.0,60.0,2,2012,1.0,41
0,30.0,177.0,60.0,2,2016,1.0,41
0,30.0,177.0,60.0,2,2016,1.0,41
0,29.0,165.0,57.0,2,2002,3.0,7
0,33.0,165.0,57.0,2,2006,1.0,7
0,33.0,165.0,57.0,2,2006,1.0,7
0,22.0,174.0,64.0,2,2004,1.0,2
0,26.0,174.0,64.0,2,2008,1.0,2
0,30.0,174.0,64.0,2,2012,3.0,2
1,23.0,176.0,94.0,2,2012,2.0,49
1,24.0,180.0,74.0,2,2002,1.0,11
1,28.0,194.0,92.0,2,2004,3.0,22
0,29.0,172.0,70.0,2,2000,2.0,43
0,23.0,183.0,68.0,2,2004,2.0,2
0,33.0,160.0,50.0,2,2004,2.0,2
0,22.0,173.0,70.0,2,2014,2.0,26
0,29.0,176.0,68.0,2,2016,3.0,48
1,16.0,192.0,90.0,2,2008,2.0,40
1,20.0,192.0,90.0,2,2012,3.0,40
0,17.0,164.0,46.0,2,2000,3.0,29
0,21.0,164.0,46.0,2,2004,1.0,29
1,26.0,191.0,83.0,2,2000,1.0,44
0,30.0,155.0,45.0,2,2008,3.0,13
0,27.0,183.0,74.0,2,2016,1.0,22
0,30.0,190.0,80.0,2,2004,3.0,5
1,28.0,178.0,73.0,2,2016,2.0,33
0,18.0,168.0,42.0,2,2008,1.0,29
0,22.0,168.0,42.0,2,2012,1.0,29
0,23.0,160.0,43.0,2,2008,1.0,2
0,27.0,160.0,43.0,2,2012,2.0,2
0,28.0,176.0,62.0,2,2008,2.0,2
0,32.0,176.0,62.0,2,2012,2.0,2
1,29.0,190.0,84.0,2,2000,3.0,2
1,18.0,203.0,80.0,2,2012,3.0,5
0,25.0,165.0,52.0,2,2000,1.0,45
1,29.0,178.0,76.0,2,2000,1.0,50
1,32.0,193.0,99.0,2,2000,2.0,50
0,31.0,185.0,85.0,2,2008,2.0,22
0,22.0,166.0,62.0,2,2016,3.0,48
0,22.0,173.0,61.0,2,2016,3.0,48
0,24.0,188.0,73.0,2,2004,3.0,5
0,24.0,178.0,73.0,2,2008,3.0,5
0,26.0,164.0,63.0,2,2008,2.0,50
0,17.0,160.0,69.0,2,2004,3.0,49
0,21.0,177.0,75.0,2,2012,2.0,49
1,29.0,180.0,96.0,2,2002,3.0,24
1,27.0,211.0,113.0,2,2012,3.0,5
1,24.0,217.0,102.0,2,2000,2.0,47
1,28.0,217.0,102.0,2,2004,3.0,47
1,28.0,168.0,48.0,2,2004,3.0,9
1,22.0,190.0,100.0,2,2008,3.0,50
0,38.0,170.0,63.0,2,2004,2.0,2
1,29.0,186.0,88.0,2,2002,3.0,24
1,30.0,173.0,67.0,2,2000,2.0,33
1,22.0,182.0,81.0,2,2016,1.0,25
1,30.0,196.0,85.0,2,2000,2.0,47
1,34.0,196.0,85.0,2,2004,3.0,47
1,38.0,196.0,85.0,2,2008,3.0,47
0,23.0,163.0,57.0,2,2004,1.0,41
0,27.0,163.0,57.0,2,2008,1.0,41
0,31.0,163.0,57.0,2,2012,1.0,41
1,28.0,182.0,100.0,2,2012,1.0,25
0,25.0,170.0,61.0,2,2010,3.0,11
1,26.0,196.0,90.0,2,2000,1.0,22
0,21.0,165.0,47.0,2,2000,2.0,21
0,21.0,165.0,47.0,2,2000,2.0,21
0,21.0,165.0,47.0,2,2000,1.0,21
0,25.0,165.0,47.0,2,2004,2.0,21
0,25.0,165.0,47.0,2,2004,3.0,21
1,21.0,173.0,60.0,2,2004,3.0,9
1,29.0,206.0,107.0,2,2012,3.0,5
1,22.0,205.0,109.0,2,2004,3.0,47
1,30.0,205.0,109.0,2,2012,1.0,47
1,23.0,178.0,84.0,2,2012,1.0,50
1,28.0,180.0,96.0,2,2008,1.0,50
1,22.0,190.0,78.0,2,2012,3.0,5
1,32.0,178.0,66.0,2,2012,1.0,2
1,31.0,208.0,98.0,2,2012,3.0,5
0,25.0,174.0,60.0,2,2012,3.0,44
0,25.0,174.0,58.0,2,2000,1.0,41
0,25.0,174.0,58.0,2,2000,1.0,41
0,29.0,174.0,58.0,2,2004,1.0,41
1,25.0,182.0,105.0,2,2008,2.0,49
1,26.0,192.0,82.0,2,2000,1.0,2
0,28.0,168.0,58.0,2,2016,3.0,16
1,24.0,186.0,87.0,2,2000,1.0,22
1,28.0,186.0,87.0,2,2004,3.0,22
0,22.0,171.0,53.0,2,2016,1.0,41
0,16.0,147.0,34.0,2,2000,2.0,21
1,30.0,182.0,75.0,2,2000,1.0,16
1,34.0,182.0,75.0,2,2004,3.0,16
1,27.0,174.0,64.0,2,2008,3.0,13
0,25.0,176.0,64.0,2,2016,3.0,16
0,22.0,182.0,92.0,2,2012,2.0,2
0,15.0,156.0,43.0,2,2004,2.0,14
0,18.0,182.0,59.0,2,2004,2.0,40
0,17.0,150.0,48.0,2,2012,2.0,21
0,17.0,150.0,48.0,2,2012,2.0,21
0,20.0,173.0,61.0,2,2000,3.0,48
1,27.0,200.0,96.0,2,2008,3.0,47
0,25.0,182.0,76.0,2,2012,2.0,16
0,23.0,177.0,58.0,2,2012,1.0,41
0,25.0,172.0,67.0,2,2000,3.0,48
0,28.0,162.0,55.0,2,2010,3.0,11
1,29.0,186.0,79.0,2,2012,2.0,40
1,20.0,181.0,82.0,2,2012,3.0,10
0,24.0,183.0,67.0,2,2004,3.0,5
0,28.0,183.0,67.0,2,2008,3.0,5
1,26.0,203.0,95.0,2,2004,3.0,47
1,30.0,203.0,95.0,2,2008,3.0,47
1,30.0,185.0,90.0,2,2004,3.0,10
1,30.0,185.0,90.0,2,2004,2.0,10
1,34.0,185.0,90.0,2,2008,2.0,10
1,29.0,183.0,79.0,2,2006,1.0,17
1,31.0,190.0,100.0,2,2004,3.0,22
0,24.0,180.0,66.0,2,2000,3.0,2
0,23.0,182.0,59.0,2,2000,3.0,2
0,27.0,182.0,59.0,2,2004,3.0,2
1,18.0,188.0,104.0,2,2002,3.0,24
1,29.0,170.0,70.0,2,2004,3.0,10
1,29.0,170.0,70.0,2,2004,2.0,10
1,28.0,177.0,105.0,2,2002,3.0,24
1,25.0,177.0,74.0,2,2012,3.0,16
1,28.0,192.0,92.0,2,2000,2.0,48
1,32.0,192.0,92.0,2,2004,3.0,48
0,25.0,171.0,60.0,2,2004,2.0,2
1,35.0,185.0,95.0,2,2002,3.0,24
1,30.0,192.0,105.0,2,2004,1.0,30
0,25.0,168.0,59.0,2,2012,2.0,2
1,29.0,180.0,85.0,2,2000,1.0,22
1,33.0,180.0,85.0,2,2004,3.0,22
1,24.0,180.0,72.0,2,2006,2.0,7
0,31.0,166.0,63.0,2,2004,2.0,2
0,16.0,150.0,39.0,2,2004,3.0,21
1,24.0,184.0,74.0,2,2010,1.0,11
1,28.0,184.0,74.0,2,2014,2.0,11
1,21.0,164.0,59.0,2,2000,3.0,21
1,31.0,195.0,100.0,2,2000,1.0,22
1,35.0,195.0,100.0,2,2004,3.0,22
0,18.0,170.0,47.0,2,2016,2.0,29
1,21.0,168.0,60.0,2,2008,3.0,50
1,25.0,168.0,60.0,2,2012,2.0,50
0,29.0,176.0,66.0,2,2002,3.0,7
1,27.0,172.0,65.0,2,2016,2.0,21
1,21.0,206.0,96.0,2,2000,2.0,47
1,25.0,206.0,96.0,2,2004,3.0,47
1,29.0,206.0,96.0,2,2008,3.0,47
1,30.0,186.0,95.0,2,2004,3.0,22
1,29.0,190.0,86.0,2,2000,1.0,22
1,18.0,170.0,60.0,2,2008,2.0,14
1,24.0,162.0,60.0,2,2012,3.0,50
0,18.0,176.0,52.0,2,2004,1.0,29
0,32.0,169.0,55.0,2,2006,1.0,11
0,25.0,178.0,63.0,2,2000,3.0,48
1,30.0,196.0,98.0,2,2000,1.0,22
0,29.0,176.0,75.0,2,2000,2.0,2
0,33.0,176.0,75.0,2,2004,1.0,2
0,22.0,172.0,55.0,2,2008,1.0,41
0,23.0,195.0,86.0,2,2008,3.0,5
0,25.0,165.0,62.0,2,2000,3.0,48
1,23.0,174.0,72.0,2,2008,3.0,10
1,22.0,170.0,64.0,2,2012,2.0,14
0,29.0,168.0,60.0,2,2016,1.0,22
0,27.0,160.0,52.0,2,2016,3.0,25
1,23.0,195.0,97.0,2,2002,3.0,24
1,22.0,188.0,77.0,2,2008,2.0,40
1,26.0,188.0,77.0,2,2012,3.0,40
0,24.0,174.0,62.0,2,2008,1.0,16
1,26.0,183.0,105.0,2,2008,3.0,49
1,22.0,185.0,84.0,2,2008,3.0,10
1,41.0,176.0,77.0,2,2002,3.0,24
0,20.0,170.0,48.0,2,2012,1.0,2
1,38.0,197.0,94.0,2,2000,1.0,22
1,42.0,197.0,94.0,2,2004,3.0,22
1,27.0,182.0,80.0,2,2000,1.0,22
0,16.0,175.0,57.0,2,2000,1.0,29
0,20.0,175.0,57.0,2,2004,1.0,29
1,21.0,178.0,73.0,2,2006,3.0,19
0,24.0,170.0,61.0,2,2000,2.0,2
0,28.0,170.0,61.0,2,2004,1.0,2
0,28.0,170.0,61.0,2,2004,3.0,2
0,32.0,170.0,61.0,2,2008,2.0,2
0,32.0,170.0,61.0,2,2008,2.0,2
1,31.0,188.0,81.0,2,2000,1.0,9
1,30.0,177.0,65.0,2,2014,1.0,11
1,30.0,177.0,65.0,2,2014,2.0,11
1,28.0,185.0,74.0,2,2016,1.0,27
0,27.0,184.0,80.0,2,2000,3.0,30
0,31.0,176.0,63.0,2,2016,1.0,22
0,28.0,168.0,65.0,2,2006,3.0,39
0,20.0,202.0,85.0,2,2008,3.0,5
0,23.0,174.0,62.0,2,2008,2.0,2
0,28.0,165.0,46.0,2,2002,2.0,17
0,17.0,141.0,40.0,2,2000,2.0,21
0,17.0,141.0,40.0,2,2000,3.0,21
0,17.0,141.0,40.0,2,2000,2.0,21
1,19.0,193.0,85.0,2,2008,2.0,40
1,23.0,193.0,85.0,2,2012,3.0,40
0,20.0,178.0,69.0,2,2006,3.0,39
0,28.0,178.0,69.0,2,2014,3.0,39
0,20.0,174.0,62.0,2,2000,1.0,16
0,24.0,174.0,62.0,2,2004,1.0,16
0,36.0,174.0,62.0,2,2016,3.0,16
1,21.0,171.0,70.0,2,2000,1.0,14
1,23.0,190.0,79.0,2,2008,2.0,2
1,30.0,178.0,84.0,2,2004,3.0,33
0,28.0,180.0,85.0,2,2012,1.0,2
0,17.0,172.0,48.0,2,2012,1.0,29
1,27.0,192.0,100.0,2,2000,3.0,2
1,31.0,192.0,100.0,2,2004,3.0,2
1,30.0,174.0,73.0,2,2004,2.0,25
0,28.0,176.0,65.0,2,2016,1.0,44
1,24.0,200.0,125.0,2,2012,3.0,50
1,27.0,190.0,95.0,2,2000,2.0,48
1,31.0,190.0,95.0,2,2004,3.0,48
0,25.0,170.0,50.0,2,2016,1.0,29
1,26.0,168.0,54.0,2,2000,2.0,9
1,33.0,193.0,105.0,2,2002,3.0,24
1,25.0,170.0,64.0,2,2000,3.0,9
1,26.0,184.0,77.0,2,2014,1.0,7
1,30.0,155.0,55.0,2,2004,2.0,50
0,20.0,170.0,50.0,2,2016,1.0,29
1,23.0,155.0,55.0,2,2008,1.0,50
0,26.0,174.0,75.0,2,2004,2.0,50
0,26.0,176.0,70.0,2,2008,2.0,22
0,34.0,176.0,70.0,2,2016,1.0,22
1,28.0,187.0,80.0,2,2006,1.0,17
1,21.0,181.0,81.0,2,2000,3.0,13
1,29.0,181.0,81.0,2,2008,3.0,13
1,25.0,185.0,86.0,2,2002,3.0,24
1,21.0,171.0,73.0,2,2016,3.0,33
1,33.0,170.0,70.0,2,2002,3.0,7
0,36.0,175.0,62.0,2,2000,1.0,16
0,29.0,158.0,56.0,2,2006,3.0,11
0,29.0,158.0,56.0,2,2006,1.0,11
1,27.0,185.0,81.0,2,2012,1.0,9
0,16.0,151.0,44.0,2,2016,2.0,21
0,29.0,180.0,80.0,2,2000,3.0,30
0,24.0,168.0,58.0,2,2008,2.0,2
1,32.0,195.0,115.0,2,2012,2.0,25
1,20.0,202.0,103.0,2,2008,3.0,47
1,24.0,202.0,103.0,2,2012,1.0,47
1,29.0,190.0,106.0,2,2002,3.0,24
1,25.0,175.0,84.0,2,2004,1.0,50
1,28.0,194.0,89.0,2,2000,2.0,47
1,25.0,195.0,83.0,2,2004,1.0,27
1,29.0,195.0,83.0,2,2008,1.0,27
1,21.0,185.0,72.0,2,2004,3.0,16
1,29.0,202.0,99.0,2,2012,3.0,5
1,23.0,176.0,72.0,2,2010,3.0,11
1,20.0,180.0,73.0,2,2012,3.0,40
0,27.0,188.0,74.0,2,2000,2.0,47
1,40.0,180.0,82.0,2,2012,3.0,33
1,30.0,173.0,76.0,2,2000,1.0,45
1,34.0,173.0,76.0,2,2004,2.0,45
1,26.0,216.0,113.0,2,2012,3.0,5
1,30.0,166.0,60.0,2,2016,1.0,25
1,23.0,182.0,96.0,2,2008,1.0,50
1,20.0,172.0,66.0,2,2004,3.0,50
1,26.0,185.0,97.0,2,2000,1.0,50
0,20.0,178.0,52.0,2,2004,1.0,29
1,23.0,219.0,104.0,2,2012,1.0,47
0,17.0,162.0,48.0,2,2012,3.0,21
0,17.0,162.0,48.0,2,2012,2.0,21
0,17.0,162.0,48.0,2,2012,3.0,21
0,17.0,162.0,48.0,2,2012,1.0,21
0,21.0,162.0,48.0,2,2016,3.0,21
0,21.0,162.0,48.0,2,2016,2.0,21
0,21.0,162.0,48.0,2,2016,1.0,21
1,28.0,186.0,113.0,2,2000,1.0,50
1,19.0,166.0,67.0,2,2016,2.0,21
1,23.0,182.0,72.0,2,2004,3.0,16
0,30.0,170.0,52.0,2,2006,1.0,17
0,19.0,172.0,52.0,2,2012,1.0,29
0,21.0,168.0,57.0,2,2000,3.0,2
0,25.0,168.0,57.0,2,2004,2.0,2
0,33.0,168.0,57.0,2,2012,2.0,2
1,24.0,189.0,98.0,2,2014,1.0,8
1,24.0,174.0,75.0,2,2000,1.0,21
1,24.0,174.0,75.0,2,2000,3.0,21
1,24.0,174.0,75.0,2,2000,2.0,21
1,24.0,174.0,75.0,2,2000,3.0,21
1,24.0,174.0,75.0,2,2000,1.0,21
1,24.0,174.0,75.0,2,2000,3.0,21
1,35.0,174.0,61.0,2,2004,2.0,33
1,35.0,174.0,61.0,2,2004,1.0,33
0,17.0,174.0,50.0,2,2000,1.0,29
1,25.0,172.0,81.0,2,2012,3.0,25
0,23.0,174.0,68.0,2,2008,1.0,16
1,26.0,165.0,56.0,2,2016,3.0,9
0,21.0,169.0,57.0,2,2014,3.0,35
0,32.0,190.0,74.0,2,2004,2.0,47
1,28.0,179.0,97.0,2,2002,3.0,24
1,24.0,174.0,63.0,2,2004,2.0,2
1,28.0,174.0,63.0,2,2008,3.0,2
1,24.0,176.0,175.0,2,2004,3.0,25
0,25.0,176.0,60.0,2,2000,1.0,41
0,29.0,176.0,60.0,2,2004,1.0,41
1,23.0,188.0,90.0,2,2012,1.0,47
0,25.0,170.0,60.0,2,2012,2.0,9
1,31.0,201.0,91.0,2,2000,2.0,47
1,22.0,180.0,84.0,2,2014,2.0,37
1,21.0,184.0,93.0,2,2000,2.0,10
1,25.0,184.0,93.0,2,2004,3.0,10
1,29.0,184.0,93.0,2,2008,1.0,10
0,23.0,187.0,72.0,2,2004,3.0,5
0,27.0,187.0,72.0,2,2008,3.0,5
1,22.0,208.0,94.0,2,2008,3.0,47
1,25.0,163.0,55.0,2,2012,1.0,50
0,26.0,173.0,61.0,2,2008,1.0,41
0,32.0,160.0,56.0,2,2008,2.0,33
0,23.0,155.0,47.0,2,2000,1.0,14
0,26.0,155.0,47.0,2,2004,3.0,14
0,26.0,155.0,47.0,2,2004,2.0,14
0,30.0,155.0,47.0,2,2008,2.0,14
0,30.0,155.0,47.0,2,2008,2.0,14
0,26.0,175.0,64.0,2,2016,3.0,48
1,20.0,184.0,78.0,2,2010,2.0,11
0,17.0,161.0,48.0,2,2012,2.0,21
0,17.0,161.0,48.0,2,2012,3.0,21
0,21.0,161.0,48.0,2,2016,2.0,21
0,21.0,161.0,48.0,2,2016,2.0,21
0,23.0,169.0,69.0,2,2012,1.0,41
0,27.0,169.0,69.0,2,2016,1.0,41
0,16.0,152.0,43.0,2,2004,3.0,21
0,16.0,152.0,43.0,2,2004,3.0,21
0,36.0,185.0,102.0,2,2000,2.0,2
0,27.0,169.0,77.0,2,2016,2.0,1
0,22.0,179.0,57.0,2,2000,1.0,41
1,21.0,183.0,82.0,2,2012,3.0,10
1,26.0,170.0,92.0,2,2000,3.0,49
0,34.0,178.0,71.0,2,2016,1.0,22
0,30.0,178.0,65.0,2,2012,3.0,44
0,27.0,162.0,63.0,2,2000,3.0,48
0,21.0,170.0,60.0,2,2000,3.0,48
0,29.0,154.0,46.0,2,2012,3.0,2
1,26.0,176.0,82.0,2,2010,3.0,11
1,28.0,182.0,108.0,2,2004,3.0,49
0,27.0,188.0,125.0,2,2012,2.0,2
0,26.0,185.0,73.0,2,2004,2.0,47
1,19.0,178.0,72.0,2,2002,2.0,17
1,23.0,178.0,72.0,2,2006,1.0,17
1,27.0,178.0,72.0,2,2010,2.0,17
1,31.0,178.0,72.0,2,2014,1.0,17
1,23.0,161.0,56.0,2,2000,3.0,21
1,26.0,197.0,110.0,2,2000,1.0,22
1,30.0,197.0,110.0,2,2004,3.0,22
0,21.0,175.0,65.0,2,2012,3.0,2
1,19.0,188.0,88.0,2,2008,2.0,40
1,27.0,205.0,89.0,2,2008,3.0,47
0,29.0,177.0,67.0,2,2008,2.0,22
1,36.0,175.0,70.0,2,2004,2.0,33
0,25.0,164.0,55.0,2,2008,1.0,2
0,24.0,198.0,96.0,2,2008,2.0,22
1,26.0,200.0,100.0,2,2012,3.0,5
1,28.0,200.0,87.0,2,2000,2.0,40
0,27.0,164.0,67.5,2,2000,2.0,49
0,31.0,164.0,67.5,2,2004,3.0,49
0,18.0,176.0,56.0,2,2004,1.0,29
0,22.0,176.0,56.0,2,2008,1.0,29
0,23.0,183.0,76.0,2,2008,2.0,22
1,23.0,185.0,81.0,2,2012,1.0,10
0,24.0,204.0,98.0,2,2000,2.0,47
1,24.0,188.0,98.0,2,2004,1.0,9
1,26.0,178.0,78.0,2,2000,1.0,16
1,30.0,178.0,78.0,2,2004,3.0,16
1,26.0,181.0,77.0,2,2004,3.0,16
0,22.0,162.0,50.0,2,2008,2.0,14
0,31.0,174.0,64.0,2,2000,1.0,2
0,31.0,174.0,64.0,2,2000,3.0,2
0,20.0,150.0,39.0,2,2000,2.0,21
0,20.0,150.0,39.0,2,2000,3.0,21
0,22.0,171.0,60.0,2,2000,2.0,2
0,25.0,176.0,70.0,2,2016,3.0,48
0,22.0,171.0,54.0,2,2016,1.0,41
0,26.0,163.0,55.0,2,2002,1.0,7
0,26.0,163.0,55.0,2,2002,3.0,7
0,34.0,163.0,55.0,2,2010,1.0,7
0,27.0,180.0,63.0,2,2004,3.0,5
0,31.0,180.0,63.0,2,2008,3.0,5
1,25.0,170.0,65.0,2,2016,1.0,50
1,26.0,200.0,119.0,2,2004,3.0,22
1,23.0,190.0,109.0,2,2004,3.0,48
1,25.0,184.0,76.0,2,2006,3.0,11
0,30.0,166.0,61.0,2,2014,2.0,7
0,18.0,173.0,57.0,2,2008,1.0,41
0,22.0,173.0,57.0,2,2012,1.0,41
0,22.0,173.0,57.0,2,2012,1.0,41
0,26.0,173.0,57.0,2,2016,1.0,41
0,26.0,173.0,57.0,2,2016,1.0,41
0,32.0,190.0,90.0,2,2008,2.0,22
1,34.0,187.0,80.0,2,2006,2.0,7
1,27.0,198.0,83.0,2,2008,3.0,2
1,19.0,184.0,69.0,2,2016,3.0,40
0,25.0,175.0,71.0,2,2000,3.0,48
0,32.0,180.0,95.0,2,2004,1.0,2
1,20.0,177.0,86.0,2,2016,1.0,50
1,23.0,182.0,82.0,2,2016,3.0,16
1,23.0,182.0,82.0,2,2016,1.0,16
0,22.0,182.0,70.0,2,2008,2.0,44
1,26.0,178.0,69.0,2,2000,1.0,9
1,30.0,178.0,69.0,2,2004,3.0,9
0,30.0,178.0,54.0,2,2008,1.0,2
1,23.0,172.0,81.0,2,2002,3.0,24
1,21.0,172.0,74.0,2,2000,1.0,50
1,24.0,172.0,74.0,2,2004,3.0,50
0,28.0,190.0,75.0,2,2000,2.0,47
1,26.0,172.0,65.0,2,2000,3.0,14
1,26.0,172.0,65.0,2,2000,3.0,14
1,26.0,172.0,65.0,2,2000,2.0,14
1,26.0,172.0,65.0,2,2000,1.0,14
1,30.0,172.0,65.0,2,2004,3.0,14
1,34.0,172.0,65.0,2,2008,2.0,14
1,29.0,202.0,90.0,2,2000,2.0,47
0,26.0,172.0,60.0,2,2012,1.0,2
1,22.0,178.0,80.0,2,2000,1.0,50
1,29.0,180.0,74.0,2,2004,1.0,50
1,33.0,180.0,74.0,2,2008,1.0,50
1,24.0,176.0,84.0,2,2004,3.0,50
0,32.0,184.0,74.0,2,2016,1.0,22
1,29.0,182.0,94.0,2,2006,2.0,8
1,22.0,155.0,55.0,2,2012,3.0,50
1,20.0,187.0,130.0,2,2016,3.0,50
0,25.0,186.0,81.0,2,2016,1.0,22
0,17.0,173.0,51.0,2,2012,1.0,29
1,28.0,183.0,76.0,2,2010,3.0,17
0,22.0,156.0,58.0,2,2008,2.0,49
0,18.0,176.0,51.0,2,2000,1.0,29
0,22.0,173.0,63.0,2,2008,1.0,16
0,26.0,173.0,63.0,2,2012,2.0,16
0,25.0,188.0,59.0,2,2012,2.0,44
1,26.0,182.0,78.0,2,2000,1.0,16
1,30.0,182.0,78.0,2,2004,3.0,16
0,22.0,195.0,65.0,2,2004,3.0,5
0,26.0,195.0,65.0,2,2008,3.0,5
0,19.0,181.0,62.0,2,2004,2.0,47
1,32.0,194.0,96.0,2,2000,3.0,16
0,28.0,172.0,63.0,2,2014,3.0,39
